cut,color,clarity,city,carat,depth,table,x,y,z,price
3,1,3,1,1.02,62.9,56.0,6.43,6.36,4.02,4478
3,2,2,10,1.02,63.0,58.0,6.4,6.36,4.02,4678
2,3,5,8,1.02,62.8,57.0,6.36,6.45,4.02,6418
0,4,0,11,1.5,69.3,61.0,6.99,6.81,4.78,3175
3,3,6,8,0.33,62.1,58.0,4.43,4.4,2.74,1114
2,0,2,3,1.03,62.4,57.0,6.47,6.44,4.03,5653
2,1,5,0,0.71,62.1,55.0,5.72,5.75,3.56,3304
2,5,2,3,1.32,61.7,56.0,7.11,7.05,4.37,5544
3,3,5,2,1.01,60.2,59.0,6.48,6.55,3.92,5759
2,3,6,10,0.31,59.5,56.0,4.43,4.41,2.63,1046
4,0,2,8,0.9,62.7,56.0,6.12,6.16,3.85,4381
4,6,4,12,0.44,61.9,57.0,4.83,4.9,3.01,694
3,1,5,1,0.53,59.8,58.0,5.26,5.27,3.15,1721
1,2,5,10,0.3,63.1,55.0,4.24,4.29,2.69,484
2,4,1,1,0.32,61.6,54.0,4.41,4.49,2.74,814
3,3,3,10,1.12,61.2,58.0,6.69,6.67,4.09,4158
3,4,3,10,0.9,61.1,58.0,6.21,6.13,3.77,2732
1,3,2,8,0.9,57.8,58.0,6.42,6.38,3.7,3931
2,3,6,3,0.31,61.9,55.0,4.38,4.41,2.72,789
2,3,1,11,0.31,60.7,58.0,4.37,4.41,2.67,871
2,2,4,3,1.1,61.5,59.0,6.63,6.58,4.06,8796
3,4,4,3,0.63,62.9,60.0,5.45,5.33,3.39,1921
2,2,4,3,0.71,61.1,56.0,5.71,5.74,3.5,3199
4,0,3,3,1.01,62.2,60.0,6.4,6.43,3.99,4588
2,4,6,9,0.7,62.0,57.0,5.66,5.7,3.52,2541
4,1,2,9,0.9,63.1,61.0,6.18,6.14,3.89,4092
2,0,3,4,0.7,62.1,56.0,5.67,5.71,3.53,2575
2,3,7,8,1.16,62.2,56.0,6.74,6.7,4.18,9419
2,1,3,2,0.34,61.4,55.0,4.5,4.52,2.77,454
2,1,5,7,1.05,61.7,55.0,6.54,6.55,4.04,9624
3,0,5,4,0.36,61.0,58.0,4.62,4.59,2.81,1094
1,1,5,11,0.9,63.7,58.0,6.06,6.09,3.87,3948
4,1,7,3,0.24,64.4,53.0,3.92,3.94,2.53,485
4,3,5,12,1.01,62.9,54.0,6.35,6.4,4.0,6773
2,1,7,8,0.55,61.1,57.0,5.25,5.29,3.22,2362
3,5,5,2,2.03,58.5,60.0,8.37,8.34,4.89,16309
3,1,4,9,0.38,60.2,58.0,4.66,4.71,2.82,1000
3,2,5,10,0.8,61.6,58.0,5.98,6.03,3.7,3429
2,1,5,10,0.54,61.0,56.0,5.28,5.25,3.21,1847
2,0,2,10,0.31,62.4,56.0,4.31,4.35,2.7,571
3,5,4,9,2.39,61.2,60.0,8.63,8.6,5.27,17642
2,6,2,1,1.59,62.4,55.0,7.48,7.45,4.66,8325
3,5,2,12,0.81,61.8,58.0,5.97,5.91,3.68,2313
2,0,2,2,0.34,62.3,57.0,4.48,4.44,2.78,803
2,4,3,11,1.0,62.0,56.0,6.38,6.43,3.97,4649
1,4,7,0,0.26,63.3,58.0,4.04,4.08,2.57,468
4,1,2,2,0.33,63.4,55.0,4.4,4.37,2.78,743
3,4,2,7,1.0,58.3,60.0,6.5,6.44,3.77,4816
0,4,2,2,0.71,65.9,57.0,5.54,5.48,3.63,1828
3,3,3,10,0.7,58.0,60.0,5.91,5.88,3.42,2268
3,3,4,8,0.54,61.1,59.0,5.26,5.22,3.2,1847
4,1,2,11,0.4,61.7,60.0,4.68,4.72,2.9,687
2,1,6,5,0.31,62.5,54.0,4.33,4.37,2.72,853
2,1,5,1,0.32,61.4,56.0,4.43,4.4,2.71,900
1,0,3,9,0.31,63.6,54.0,4.34,4.31,2.75,593
2,0,3,9,0.8,61.9,54.0,6.0,5.95,3.7,3154
1,4,3,5,1.5,64.0,61.0,7.18,7.14,4.58,5208
2,4,7,11,0.5,60.3,58.0,5.14,5.21,3.12,1608
3,3,4,1,0.5,62.2,59.0,5.09,5.04,3.15,1746
4,0,7,12,0.24,62.9,58.0,3.96,3.99,2.5,552
2,3,1,6,0.42,62.3,54.0,4.82,4.85,3.01,1289
4,4,5,5,0.32,63.0,57.0,4.33,4.37,2.74,505
3,4,5,2,1.25,61.9,58.0,6.9,6.84,4.25,5902
3,3,3,6,1.12,61.2,58.0,6.67,6.69,4.09,4084
3,4,4,7,0.91,61.8,54.0,6.32,6.27,3.89,4670
4,4,4,1,1.21,63.3,58.0,6.77,6.72,4.27,6871
1,4,2,9,1.02,63.9,55.0,6.37,6.4,4.08,4476
2,3,4,12,1.1,61.3,57.0,6.59,6.66,4.06,7550
2,2,5,3,0.32,62.4,57.0,4.34,4.38,2.72,645
2,1,3,3,0.7,62.2,56.0,5.67,5.64,3.52,2560
2,0,5,8,0.74,62.0,57.0,5.79,5.83,3.6,3487
4,0,2,5,0.9,61.9,55.0,6.18,6.22,3.84,4514
2,4,5,8,1.22,61.3,56.0,6.85,6.88,4.21,8596
2,5,2,6,0.7,60.8,59.0,5.74,5.78,3.5,2083
2,2,0,1,1.63,62.0,55.1,7.5,7.57,4.68,7100
3,1,2,9,0.55,61.2,59.0,5.25,5.28,3.22,1551
2,1,2,0,0.5,62.8,57.0,5.05,5.08,3.18,1331
1,1,2,8,0.7,64.3,57.0,5.63,5.56,3.6,2164
4,3,3,9,0.37,63.3,55.0,4.61,4.58,2.91,624
2,4,2,3,1.13,61.9,60.0,6.63,6.65,4.11,5911
2,3,7,3,1.28,61.2,54.0,7.03,7.06,4.31,10839
4,3,6,11,1.1,61.5,57.0,6.61,6.66,4.08,8020
4,4,2,1,0.31,62.4,60.0,4.32,4.34,2.7,446
2,2,2,1,0.36,59.7,57.0,4.69,4.72,2.81,644
2,3,5,0,0.28,62.2,54.0,4.21,4.24,2.63,497
4,2,4,4,0.24,62.5,55.0,3.94,3.97,2.47,373
3,4,3,7,1.47,59.3,59.0,7.39,7.34,4.37,7573
2,2,3,1,0.72,61.9,57.0,5.74,5.79,3.57,2058
2,4,3,7,1.05,61.2,57.0,6.54,6.59,4.02,4331
2,0,5,6,0.51,62.4,55.0,5.11,5.14,3.2,1787
2,3,2,10,0.73,60.1,57.0,5.87,5.91,3.54,2548
4,2,3,10,1.6,60.5,60.0,7.52,7.55,4.56,8377
3,3,3,0,1.05,61.3,58.0,6.6,6.55,4.03,4318
3,1,2,4,0.42,62.5,55.0,4.83,4.8,3.01,992
2,6,2,10,0.72,62.7,56.0,5.75,5.67,3.58,1929
3,0,2,11,0.87,62.1,58.0,6.08,6.13,3.79,4189
2,1,1,0,0.31,61.0,57.0,4.36,4.39,2.67,1319
2,3,2,11,1.0,62.0,57.0,6.39,6.32,3.94,4956
3,2,3,10,0.7,59.6,60.0,5.77,5.71,3.42,2139
3,5,5,7,1.56,60.8,59.0,7.56,7.51,4.58,7326
3,5,4,8,1.98,62.5,58.0,7.95,7.99,4.98,16171
4,4,2,3,1.18,63.3,55.0,6.75,6.72,4.26,5815
4,2,4,7,0.38,58.7,63.0,4.75,4.79,2.8,988
3,3,3,1,2.01,60.1,60.0,8.25,8.18,4.94,17403
2,1,4,6,0.56,61.2,56.0,5.3,5.34,3.26,2085
4,2,2,5,0.75,63.7,58.0,5.73,5.77,3.66,2693
4,3,1,10,0.4,61.4,54.0,4.76,4.79,2.93,1229
4,4,1,12,0.23,63.9,55.0,3.89,3.9,2.49,369
2,1,1,2,0.31,62.5,56.0,4.34,4.37,2.72,1214
2,5,2,5,0.7,62.1,58.0,5.68,5.72,3.54,2083
1,2,2,6,1.5,63.4,58.0,7.16,7.2,4.55,10766
3,4,5,10,1.51,61.5,58.0,7.45,7.32,4.45,10548
3,3,6,2,1.0,62.1,59.0,6.29,6.4,3.94,8008
2,5,2,1,1.18,62.2,56.0,6.85,6.75,4.23,5088
3,4,2,5,0.32,62.0,58.0,4.38,4.39,2.72,461
3,1,1,1,1.28,59.8,59.0,7.1,7.07,4.24,15806
3,3,4,8,0.5,59.7,60.0,5.11,5.14,3.06,1624
4,5,5,5,0.54,62.3,56.0,5.17,5.22,3.24,1317
2,2,4,9,0.41,62.1,56.0,4.77,4.8,2.97,1007
4,0,2,6,0.3,63.3,59.0,4.25,4.22,2.68,709
2,4,5,6,0.32,62.0,55.0,4.4,4.38,2.72,648
2,5,5,1,0.25,62.0,57.0,4.02,4.06,2.5,450
3,3,5,9,1.54,61.8,58.0,7.43,7.39,4.58,13120
2,1,6,3,0.3,62.3,55.0,4.29,4.32,2.68,826
3,4,5,2,1.0,60.2,62.0,6.46,6.43,3.88,4514
2,3,2,6,0.3,60.9,57.0,4.34,4.39,2.66,422
4,2,6,8,0.29,62.3,58.0,4.22,4.25,2.64,664
3,2,2,8,0.9,62.8,59.0,6.16,6.13,3.86,3992
4,5,4,3,0.71,63.3,58.0,5.68,5.66,3.59,2198
3,5,6,1,0.3,62.2,58.0,4.31,4.28,2.67,709
2,5,2,3,1.03,61.1,55.0,6.53,6.57,4.0,4782
3,0,3,0,1.01,61.7,59.0,6.41,6.37,3.94,4072
2,2,2,10,0.7,62.0,55.0,5.72,5.7,3.54,2415
3,1,2,0,0.4,60.9,56.0,4.8,4.76,2.91,945
2,4,2,1,1.53,61.1,57.0,7.45,7.44,4.55,10659
3,2,5,5,0.3,61.4,55.0,4.37,4.32,2.67,673
3,6,3,2,0.71,61.8,54.0,5.74,5.7,3.53,1305
4,0,3,11,1.7,60.8,59.0,7.76,7.83,4.75,11431
2,3,2,3,0.74,61.9,55.0,5.8,5.83,3.6,3130
2,1,5,2,0.54,61.9,57.0,5.23,5.2,3.23,1847
3,4,2,5,0.5,59.0,59.0,5.22,5.18,3.07,1156
3,4,5,3,0.75,59.1,58.0,5.93,6.02,3.53,2496
3,3,4,9,0.91,60.9,54.0,6.38,6.27,3.85,4510
4,3,2,2,1.19,62.8,57.0,6.71,6.77,4.23,6127
3,1,2,3,0.6,61.9,58.0,5.39,5.43,3.35,1738
3,5,4,3,1.82,61.4,60.0,7.83,7.8,4.8,13939
4,2,2,3,0.9,63.3,55.0,6.05,6.08,3.84,4004
2,6,5,1,1.56,62.4,57.0,7.39,7.46,4.63,7809
2,3,3,1,1.34,62.0,55.0,7.06,7.03,4.37,5358
2,5,1,3,0.46,62.2,55.0,4.94,4.97,3.08,1192
2,5,5,5,0.31,62.1,54.0,4.35,4.38,2.71,452
2,3,1,1,0.3,62.3,56.0,4.31,4.32,2.69,863
2,1,2,10,1.03,62.2,57.0,6.48,6.42,4.01,5330
3,2,5,10,0.3,61.4,60.0,4.29,4.34,2.65,605
4,2,5,11,0.36,63.1,56.0,4.5,4.53,2.85,634
1,0,5,3,0.51,64.2,58.0,5.01,5.06,3.23,1430
3,3,2,6,0.96,62.0,57.0,6.34,6.31,3.92,3355
3,1,3,10,0.55,61.9,58.0,5.2,5.24,3.23,1185
3,0,5,5,0.5,60.2,57.0,5.21,5.15,3.12,1845
2,2,2,2,1.93,59.5,60.0,8.1,8.13,4.83,18306
2,4,2,5,0.95,61.9,56.0,6.31,6.35,3.92,4958
3,4,2,10,1.74,62.1,59.0,7.69,7.63,4.76,7932
4,3,5,5,1.06,63.1,59.0,6.48,6.45,4.08,6325
2,1,5,3,0.32,62.2,55.0,4.38,4.37,2.72,900
2,3,4,2,0.32,62.1,55.0,4.38,4.41,2.73,645
2,5,5,9,0.72,60.3,57.0,5.82,5.86,3.52,3391
3,1,4,2,0.41,60.1,58.0,4.81,4.84,2.9,1079
2,4,3,12,1.5,62.4,57.0,7.29,7.33,4.56,9104
3,3,4,10,1.33,60.2,60.0,7.2,7.12,4.31,9992
3,4,6,6,0.31,60.6,59.0,4.38,4.36,2.65,907
1,0,2,6,0.9,64.1,56.0,6.04,6.07,3.88,3755
2,5,2,0,1.11,62.3,56.0,6.59,6.64,4.12,4645
2,6,5,2,1.2,61.8,55.0,6.84,6.86,4.23,5318
2,0,5,1,0.32,61.9,55.0,4.41,4.44,2.74,758
3,0,2,1,0.3,59.7,59.0,4.37,4.34,2.6,709
4,5,1,8,0.65,61.0,55.0,5.65,5.73,3.47,2332
2,3,7,4,0.3,61.0,57.0,4.31,4.34,2.64,665
3,5,5,1,1.59,59.9,60.0,7.61,7.57,4.55,9474
2,1,4,1,0.31,61.9,56.0,4.32,4.34,2.68,734
2,2,4,12,0.72,61.4,56.0,5.75,5.79,3.54,3759
4,6,4,3,0.9,62.4,57.0,6.13,6.18,3.84,3643
2,0,3,4,0.5,62.4,56.0,5.1,5.06,3.17,1332
1,2,2,6,0.72,60.4,61.0,5.75,5.8,3.49,2446
2,1,3,9,1.02,61.6,55.0,6.46,6.52,4.0,4824
2,0,7,6,0.4,61.4,56.0,4.8,4.75,2.93,1152
4,0,6,11,0.26,62.1,60.0,4.03,4.12,2.53,554
2,5,6,12,0.54,62.7,57.0,5.14,5.22,3.25,1564
3,2,5,0,1.5,61.5,58.0,7.34,7.32,4.51,14719
3,3,2,0,1.02,62.2,58.0,6.44,6.48,4.02,4435
1,4,3,7,1.03,65.0,57.0,6.3,6.32,4.1,3892
4,2,1,7,0.25,61.5,56.0,4.04,4.06,2.48,560
2,5,2,8,1.16,62.6,57.0,6.71,6.67,4.19,5091
4,4,2,10,0.71,63.5,57.0,5.67,5.64,3.59,2207
1,0,2,2,0.35,63.3,57.0,4.51,4.53,2.86,644
0,3,5,5,1.01,64.5,57.0,6.26,6.2,4.02,5538
2,3,7,1,0.34,61.9,57.0,4.48,4.44,2.76,995
3,3,4,2,1.2,62.8,58.0,6.84,6.75,4.27,8602
2,4,2,12,2.01,61.5,55.0,8.11,8.06,4.97,14837
2,1,2,8,0.34,61.7,56.0,4.49,4.52,2.78,596
4,0,5,8,0.32,62.5,57.0,4.34,4.39,2.73,758
1,6,3,7,1.62,64.2,62.0,7.41,7.33,4.73,6223
1,4,5,7,0.3,63.5,59.0,4.2,4.27,2.69,473
3,2,7,4,0.42,59.6,59.0,4.83,4.86,2.89,1142
2,5,4,3,0.71,61.3,57.0,5.73,5.76,3.52,2965
2,2,2,0,0.37,62.4,54.0,4.63,4.6,2.88,791
2,2,5,8,0.32,61.9,56.0,4.37,4.39,2.71,645
2,1,4,2,0.27,60.5,56.0,4.21,4.22,2.55,577
2,3,5,12,0.6,61.1,55.0,5.46,5.48,3.34,1930
3,2,2,3,1.52,62.6,59.0,7.27,7.36,4.58,11637
0,6,0,2,1.2,64.9,59.0,6.61,6.54,4.27,3011
2,3,6,5,0.31,61.6,56.0,4.39,4.35,2.69,1046
3,1,3,10,1.02,59.6,59.0,6.59,6.54,3.91,4478
2,2,5,10,1.02,62.1,57.0,6.44,6.37,3.98,6412
3,1,5,9,1.0,61.5,58.0,6.39,6.42,3.94,6600
4,3,2,5,0.41,62.8,58.0,4.72,4.74,2.97,671
2,3,5,5,1.02,62.6,56.0,6.4,6.44,4.02,6591
4,0,4,1,0.71,63.2,57.0,5.63,5.67,3.57,3406
4,3,6,2,1.2,63.3,59.0,6.72,6.64,4.23,8928
4,3,5,12,1.01,61.9,58.0,6.37,6.42,3.96,6047
2,2,2,5,0.7,61.9,55.0,5.7,5.74,3.54,3119
2,3,5,1,0.34,62.5,57.0,4.5,4.46,2.8,765
3,3,3,12,1.11,62.3,58.0,6.65,6.61,4.13,4755
3,0,2,3,0.4,61.7,58.0,4.74,4.7,2.91,990
1,4,3,6,0.77,58.6,64.0,6.01,5.93,3.5,2262
2,1,4,2,0.32,59.5,57.0,4.45,4.49,2.66,657
3,4,3,2,1.01,61.6,59.0,6.44,6.39,3.95,4242
2,2,5,9,1.7,61.3,54.0,7.72,7.67,4.72,17662
0,5,0,8,1.96,66.8,55.0,7.62,7.6,5.08,6147
2,0,6,3,0.28,61.7,57.0,4.23,4.2,2.6,780
3,1,2,7,0.51,58.8,58.0,5.28,5.23,3.09,1443
2,4,4,6,0.26,62.2,54.0,4.09,4.11,2.55,482
4,1,6,10,0.27,60.9,59.0,4.17,4.21,2.55,620
4,1,5,2,0.96,58.7,58.0,6.47,6.51,3.81,5997
1,2,2,10,0.57,63.2,55.0,5.26,5.31,3.34,1364
2,1,3,3,0.92,62.2,56.0,6.2,6.24,3.87,4011
1,5,2,3,1.0,62.9,64.0,6.27,6.23,3.93,3920
0,6,3,3,1.03,56.2,62.0,6.73,6.69,3.77,3246
2,3,2,9,0.8,62.5,57.0,5.94,5.9,3.7,2870
3,4,2,3,0.43,60.2,57.0,4.93,4.91,2.96,919
1,5,4,3,0.31,63.9,55.0,4.28,4.3,2.74,457
2,3,3,5,1.06,62.2,55.0,6.56,6.53,4.07,4541
1,1,2,3,0.51,63.6,58.0,5.0,4.97,3.17,1434
4,5,5,10,1.5,62.2,59.0,7.34,7.3,4.55,9611
2,3,5,6,0.58,61.1,56.0,5.4,5.43,3.31,1719
3,1,5,5,0.3,61.6,58.0,4.31,4.33,2.66,658
2,1,4,8,0.36,61.8,56.0,4.55,4.58,2.82,817
3,2,3,10,1.0,61.6,58.0,6.44,6.35,3.94,4480
2,5,6,12,0.42,60.2,57.0,4.88,4.85,2.93,945
4,0,3,11,1.5,64.0,56.0,7.17,7.23,4.61,10730
2,2,5,10,1.2,62.7,57.0,6.71,6.76,4.22,9176
4,0,3,9,1.01,63.5,61.0,6.37,6.33,4.03,4538
3,3,5,5,0.31,62.4,59.0,4.38,4.34,2.72,698
3,0,2,7,0.42,62.1,59.0,4.79,4.77,2.97,1040
3,4,2,10,1.04,61.0,58.0,6.54,6.6,4.01,4999
4,4,2,7,0.73,62.7,59.0,5.74,5.77,3.61,2359
3,1,5,10,1.01,60.4,58.0,6.51,6.47,3.92,6787
2,5,5,2,1.58,61.1,55.0,7.48,7.53,4.59,10338
3,0,3,1,0.9,59.8,61.0,6.21,6.17,3.7,3780
3,1,5,7,0.55,59.7,57.0,5.39,5.36,3.21,2112
2,4,1,3,0.34,61.7,55.0,4.5,4.54,2.79,863
2,3,7,2,0.52,60.9,56.0,5.22,5.26,3.19,1858
2,2,4,1,0.32,61.2,56.2,4.41,4.44,2.71,695
2,2,2,8,0.32,60.6,57.0,4.45,4.49,2.71,604
3,0,5,12,0.3,61.1,59.0,4.31,4.26,2.62,911
2,0,7,1,0.31,61.0,56.0,4.37,4.39,2.67,853
2,3,5,8,1.02,62.8,57.0,6.36,6.45,4.02,6418
2,2,1,3,0.31,62.2,56.0,4.34,4.31,2.69,1122
2,4,5,12,0.51,61.4,56.0,5.14,5.19,3.17,1375
2,5,4,7,0.31,62.8,55.0,4.35,4.31,2.72,628
0,2,2,0,0.46,64.9,58.0,4.81,4.77,3.11,1003
2,0,5,1,0.5,61.2,55.0,5.12,5.07,3.12,1808
2,4,5,10,1.01,61.9,57.0,6.42,6.48,3.99,5028
2,5,3,3,1.27,62.1,56.0,6.92,6.96,4.31,5154
4,0,4,10,0.43,61.2,58.0,4.82,4.88,2.97,1199
4,3,3,9,1.52,60.9,57.0,7.44,7.5,4.55,8151
2,5,3,9,1.31,61.0,59.0,7.05,7.01,4.29,5820
4,2,6,3,0.26,63.3,57.0,4.07,4.05,2.57,724
3,2,5,12,1.0,61.9,59.0,6.38,6.34,3.94,5606
2,0,3,0,0.59,62.3,55.0,5.41,5.38,3.36,1572
2,0,2,10,0.92,62.2,56.0,6.23,6.27,3.89,4561
3,1,3,11,0.5,62.4,59.0,5.09,5.0,3.15,1097
2,3,2,3,1.02,60.3,56.0,6.57,6.54,3.95,4708
4,4,3,1,1.7,60.8,56.0,7.67,7.72,4.68,10255
1,5,3,11,1.54,63.3,60.0,7.31,7.34,4.64,7304
4,1,2,5,0.31,63.0,58.0,4.29,4.31,2.71,507
3,4,5,10,1.19,61.0,59.0,6.91,6.8,4.18,6363
2,1,2,9,0.53,61.9,55.0,5.18,5.22,3.22,1435
2,0,7,0,0.51,61.7,56.0,5.16,5.14,3.18,2742
3,3,2,6,0.42,61.7,58.0,4.8,4.76,2.95,945
3,1,5,1,0.71,59.9,58.0,5.81,5.78,3.47,2735
2,3,3,4,0.78,61.9,55.0,5.91,5.94,3.67,2240
4,2,5,4,0.5,63.0,58.0,5.05,5.08,3.19,1436
3,1,5,4,0.5,61.4,58.0,5.12,5.07,3.13,1746
1,2,2,0,0.43,63.8,57.0,4.82,4.8,3.07,948
1,4,4,3,0.53,57.6,64.0,5.41,5.36,3.1,1282
2,5,2,7,1.14,62.2,56.0,6.65,6.7,4.15,4953
3,3,2,1,0.31,60.7,60.0,4.34,4.36,2.64,462
4,0,2,5,0.3,62.1,58.0,4.25,4.28,2.65,552
3,3,3,1,0.7,62.0,59.0,5.62,5.58,3.47,1966
2,1,5,7,1.01,61.9,57.0,6.43,6.37,3.96,7013
2,0,4,11,0.53,61.3,56.0,5.21,5.23,3.2,1952
3,5,3,8,1.02,61.2,59.0,6.51,6.46,3.97,3856
3,3,5,6,0.53,60.7,59.0,5.24,5.18,3.16,1607
2,0,2,10,0.44,61.6,56.0,4.9,4.93,3.03,838
3,3,4,4,0.9,62.7,58.0,6.06,6.15,3.83,4661
1,4,2,10,0.9,57.1,56.0,6.33,6.28,3.6,3726
4,4,3,10,2.01,63.3,60.0,7.84,7.77,4.94,10772
4,4,2,1,1.41,62.6,59.0,7.08,7.14,4.45,8283
3,3,2,2,0.34,59.7,59.0,4.54,4.5,2.7,650
3,4,2,1,1.0,62.8,58.0,6.38,6.36,4.0,4816
2,4,3,10,1.14,62.6,57.0,6.71,6.65,4.18,4150
3,1,3,4,0.9,61.6,59.0,6.26,6.18,3.83,3856
1,6,4,4,2.27,59.3,61.0,8.47,8.55,5.05,17051
3,5,5,3,1.23,61.1,60.0,6.95,6.89,4.23,6206
2,1,2,10,0.5,61.6,57.0,5.13,5.09,3.15,1415
2,1,5,10,0.32,61.0,56.0,4.4,4.42,2.69,662
0,3,2,4,0.7,56.6,61.0,5.86,5.95,3.34,2120
2,1,6,5,0.39,60.4,56.0,4.76,4.78,2.88,1179
3,4,4,12,0.3,62.1,59.0,4.25,4.28,2.65,491
2,4,2,9,1.73,62.7,56.0,7.62,7.67,4.79,11688
2,2,1,2,0.39,61.0,56.0,4.72,4.75,2.89,1377
3,4,7,7,0.31,61.2,59.0,4.34,4.38,2.67,625
4,4,5,7,1.35,62.3,57.0,7.06,7.12,4.42,7549
4,3,3,1,1.5,63.2,58.0,7.25,7.19,4.56,7098
3,3,4,5,0.83,58.8,58.0,6.2,6.15,3.63,3602
3,0,3,3,1.02,61.3,62.0,6.46,6.42,3.95,4044
3,2,3,3,1.2,62.8,57.0,6.78,6.73,4.24,5988
3,1,5,1,0.3,61.6,58.0,4.33,4.31,2.66,844
2,5,2,12,1.7,61.8,55.0,7.62,7.57,4.69,10520
4,2,5,2,1.01,61.1,56.0,6.49,6.56,3.99,5988
4,6,6,1,0.72,61.4,61.0,5.7,5.77,3.52,2093
3,1,3,0,1.11,61.0,60.0,6.68,6.66,4.07,4177
2,1,6,11,0.33,61.2,55.0,4.48,4.51,2.75,1174
1,6,5,0,0.53,63.8,57.0,5.12,5.1,3.26,1122
2,3,2,7,1.03,61.6,55.0,6.48,6.52,4.0,5518
4,3,3,5,1.5,60.7,61.0,7.33,7.36,4.46,8580
2,4,5,8,0.76,61.4,57.0,5.85,5.88,3.6,3038
1,1,2,2,0.31,63.1,55.0,4.33,4.36,2.74,544
2,1,5,5,0.79,59.3,57.0,6.02,6.06,3.58,3377
3,2,3,9,1.17,62.5,57.0,6.8,6.71,4.22,4259
0,4,2,1,0.93,64.6,58.0,6.13,6.07,3.94,3750
2,1,7,6,0.31,61.7,56.0,4.37,4.38,2.7,766
4,1,3,3,0.93,62.5,58.0,6.21,6.24,3.89,4113
2,3,6,11,0.6,62.1,56.0,5.42,5.43,3.37,3001
1,1,6,12,0.23,60.6,65.0,3.95,3.97,2.4,458
3,1,4,7,0.38,60.2,58.0,4.71,4.66,2.82,1069
4,0,4,7,0.52,62.6,59.0,5.03,5.13,3.18,1860
2,4,5,2,0.56,60.9,57.0,5.32,5.36,3.25,1388
2,2,3,10,0.7,62.0,56.0,5.68,5.71,3.53,2355
4,3,2,8,0.9,62.4,59.0,6.1,6.15,3.82,4320
3,2,3,1,1.54,62.8,57.0,7.36,7.28,4.6,7494
3,3,2,2,1.04,62.3,57.0,6.5,6.46,4.04,4467
2,0,3,8,0.42,62.4,57.0,4.78,4.81,2.99,700
3,2,5,6,0.43,59.8,58.0,4.94,4.89,2.94,968
3,4,2,12,0.69,62.8,58.0,5.65,5.62,3.54,1822
2,2,2,3,0.42,62.0,57.0,4.83,4.81,2.99,992
4,0,6,8,0.23,62.4,58.0,3.91,3.97,2.46,530
3,3,5,3,0.33,61.4,60.0,4.45,4.41,2.72,743
3,1,2,8,0.31,62.7,58.0,4.35,4.32,2.72,605
3,6,2,0,0.75,61.7,56.0,5.92,5.81,3.62,1958
2,0,2,7,0.83,61.5,53.0,6.09,6.07,3.74,3933
2,0,5,1,0.52,61.8,55.0,5.19,5.16,3.2,1919
4,2,7,6,0.27,62.5,59.0,4.11,4.15,2.58,544
2,3,4,12,1.2,61.7,56.0,6.84,6.77,4.2,5766
4,0,2,5,0.33,63.1,55.0,4.4,4.38,2.77,728
1,2,4,5,0.41,64.4,57.0,4.67,4.71,3.02,827
3,5,5,3,1.71,62.8,59.0,7.58,7.52,4.74,11958
3,3,7,10,1.34,61.3,58.0,7.16,7.1,4.37,11118
3,4,3,3,2.01,62.3,58.0,8.11,8.06,5.04,15917
2,3,5,10,0.27,61.5,56.0,4.16,4.18,2.56,490
1,5,5,11,2.06,60.2,64.0,8.34,8.14,4.97,15046
1,3,2,2,1.0,59.9,58.0,6.44,6.48,3.87,6437
3,2,0,0,1.23,60.8,59.0,6.96,6.91,4.22,3375
2,6,3,3,0.71,61.3,56.0,5.73,5.78,3.53,1901
2,3,1,0,0.46,61.6,54.0,4.97,5.0,3.07,1558
2,3,4,2,0.61,61.9,56.0,5.43,5.45,3.37,2167
4,1,5,1,1.06,61.0,60.0,6.57,6.53,4.0,7079
4,4,3,1,2.01,62.7,60.0,7.94,8.03,5.01,14768
4,6,1,10,0.41,60.8,56.0,4.83,4.87,2.95,651
4,0,3,7,0.38,62.1,55.0,4.62,4.65,2.88,633
4,1,4,1,0.28,61.8,55.0,4.21,4.24,2.61,489
1,3,3,12,0.71,63.6,58.0,5.6,5.54,3.55,1816
4,2,1,10,0.5,61.4,60.0,5.07,5.1,3.12,2238
2,0,3,4,1.2,61.7,56.0,6.81,6.88,4.22,6619
4,2,5,12,1.79,62.8,59.0,7.7,7.8,4.87,18429
2,6,2,12,0.52,61.4,56.4,5.15,5.17,3.17,896
3,4,5,1,0.98,59.9,60.0,6.45,6.38,3.84,4623
1,2,2,3,0.71,66.2,55.0,5.49,5.53,3.65,2396
3,4,2,1,1.2,62.1,58.0,6.77,6.72,4.19,6129
3,0,3,2,0.5,62.6,58.0,5.04,4.96,3.13,1243
2,4,3,8,1.1,63.1,58.0,6.54,6.53,4.12,4725
2,0,7,10,1.07,61.3,58.0,6.55,6.64,4.04,10266
2,3,5,11,1.51,62.1,55.0,7.33,7.38,4.57,13532
2,3,2,4,0.58,61.4,55.8,5.34,5.38,3.29,1442
2,3,1,12,0.31,61.6,56.0,4.37,4.4,2.7,839
3,1,2,1,0.73,62.2,59.0,5.77,5.68,3.56,2821
2,2,5,4,0.34,62.1,56.0,4.47,4.45,2.77,880
2,4,3,3,2.07,63.5,53.0,8.12,8.09,5.14,18198
2,5,3,9,2.08,62.0,56.0,8.21,8.1,5.06,11886
2,5,5,10,0.73,61.9,56.0,5.77,5.8,3.59,2686
3,3,2,10,0.49,62.5,58.0,5.03,4.98,3.13,1026
2,0,2,0,0.34,62.7,56.0,4.45,4.48,2.8,626
