cut,color,clarity,city,carat,depth,table,x,y,z,price
3,3,5,10,1.08,62.4,57.0,6.56,6.49,4.07,6532
3,3,5,9,1.0,62.0,57.0,6.43,6.37,3.97,6048
4,3,3,7,1.07,59.9,59.0,6.61,6.67,3.98,4201
4,3,3,7,1.08,60.3,58.0,6.65,6.72,4.03,4362
1,2,3,5,0.9,61.3,59.0,6.12,6.15,3.76,3621
1,1,2,7,1.0,62.4,59.0,6.35,6.4,3.98,4936
1,2,3,5,1.01,62.5,59.0,6.31,6.37,3.96,3886
4,5,5,12,1.5,60.8,58.0,7.36,7.42,4.49,9804
4,5,5,10,1.59,61.1,58.6,7.49,7.53,4.59,10309
4,6,5,11,1.51,59.7,59.0,7.51,7.47,4.47,8735
2,5,7,8,1.55,61.3,59.0,7.41,7.46,4.56,11430
2,6,7,8,1.51,61.4,59.0,7.34,7.39,4.52,9334
3,5,7,6,1.5,59.7,60.0,7.62,7.46,4.5,10744
1,2,2,1,1.29,63.8,60.0,6.9,6.86,4.39,7828
1,3,3,0,1.01,63.7,59.0,6.38,6.31,4.04,4135
1,3,4,0,1.33,62.8,60.0,6.87,6.92,4.33,10096
2,3,3,4,2.01,61.5,55.0,8.15,8.11,5.0,11602
2,2,3,6,2.03,61.6,55.0,8.19,8.14,5.03,18578
2,2,3,4,2.01,61.6,55.0,8.08,8.02,4.97,18183
3,4,2,8,1.02,61.1,58.0,6.51,6.46,3.96,5084
3,0,5,8,0.51,62.0,60.0,5.12,5.07,3.16,1807
3,1,5,8,0.52,62.5,60.0,5.14,5.1,3.2,1694
3,0,5,10,0.57,61.7,60.0,5.32,5.28,3.27,2047
0,3,7,10,1.5,64.8,56.0,7.18,7.12,4.63,13553
0,5,5,8,1.51,64.6,58.0,7.19,7.15,4.63,8287
0,5,5,12,2.01,66.3,57.0,7.79,7.74,5.15,15729
3,6,5,9,0.72,61.7,58.0,5.77,5.67,3.53,2043
3,6,5,10,0.72,62.6,58.0,5.72,5.66,3.56,1814
3,6,5,7,0.62,61.2,59.0,5.42,5.52,3.35,1166
1,1,5,8,0.54,60.2,61.0,5.27,5.32,3.19,1771
1,0,4,5,0.5,60.9,62.0,5.05,5.06,3.08,1657
3,0,3,1,1.24,61.4,59.0,6.87,6.91,4.23,6840
3,0,3,1,1.26,61.9,58.0,6.88,6.81,4.24,5412
3,0,3,2,1.22,61.9,60.0,6.88,6.82,4.24,6969
2,3,2,10,1.01,61.5,56.0,6.52,6.46,3.99,4129
2,3,2,10,1.03,60.5,55.0,6.59,6.54,3.97,5445
2,3,2,9,1.03,60.8,57.0,6.52,6.47,3.95,5653
3,4,7,1,0.38,62.0,58.0,4.62,4.64,2.87,833
3,4,7,1,0.35,62.5,58.0,4.51,4.48,2.81,906
3,4,7,1,0.42,62.4,57.0,4.83,4.78,3.0,984
3,5,3,8,2.02,62.9,60.0,8.05,8.01,5.05,13991
3,6,3,10,2.17,62.3,60.0,8.33,8.2,5.15,13395
4,3,7,2,1.02,62.7,58.0,6.36,6.4,4.0,9596
4,3,7,1,1.01,63.2,59.0,6.35,6.27,3.99,7267
4,3,7,2,0.9,63.0,58.0,6.07,6.15,3.85,4565
4,4,7,3,0.31,61.9,58.0,4.3,4.33,2.67,625
4,4,5,2,0.33,61.4,58.0,4.44,4.49,2.74,521
4,4,6,3,0.35,62.6,57.0,4.45,4.47,2.79,798
2,3,1,8,0.3,62.2,55.0,4.31,4.34,2.69,863
2,3,1,8,0.32,61.9,55.0,4.38,4.44,2.73,918
2,3,1,9,0.3,62.4,55.0,4.32,4.3,2.69,1025
1,5,2,12,2.02,64.3,56.0,7.85,7.99,5.09,13286
1,6,2,8,2.01,64.3,54.0,8.05,7.95,5.14,8104
4,3,2,8,0.43,58.9,60.0,4.94,4.97,2.92,774
4,3,3,7,0.5,58.6,61.0,5.16,5.21,3.04,983
4,3,2,3,0.4,59.2,61.0,4.78,4.81,2.84,702
2,3,4,6,1.12,62.2,56.0,6.71,6.67,4.16,7827
2,3,4,7,1.03,61.8,56.0,6.46,6.51,4.01,7880
2,3,4,5,1.04,61.7,56.0,6.47,6.52,4.01,7951
0,3,5,8,0.5,65.1,56.0,5.02,4.99,3.26,1238
0,3,4,7,0.5,65.8,57.0,5.03,4.91,3.27,1350
0,3,3,10,0.5,65.6,56.0,4.99,4.92,3.25,1035
2,3,1,2,0.4,61.1,58.0,4.72,4.74,2.89,1229
2,3,1,2,0.39,60.6,56.0,4.73,4.76,2.87,1209
3,6,7,0,1.5,61.8,60.0,7.33,7.36,4.54,8603
3,6,7,4,1.21,61.7,60.0,6.82,6.85,4.22,5431
3,6,7,1,1.5,61.8,60.0,7.36,7.33,4.54,8760
4,3,2,12,0.5,60.0,63.0,5.06,5.1,3.05,1197
4,4,2,9,0.62,60.1,61.0,5.55,5.59,3.35,1446
4,5,2,10,0.52,60.3,61.0,5.14,5.2,3.12,1041
3,5,2,7,0.31,59.6,58.0,4.44,4.39,2.63,537
3,5,2,6,0.38,60.5,58.0,4.72,4.67,2.84,746
3,5,2,7,0.34,60.2,59.0,4.55,4.52,2.73,574
2,4,5,11,1.52,61.8,54.0,7.42,7.43,4.59,11379
2,3,5,12,1.5,62.0,55.0,7.33,7.36,4.56,13135
2,3,7,1,0.4,62.4,56.0,4.74,4.72,2.95,1050
2,3,7,1,0.42,62.0,56.0,4.79,4.83,2.98,798
2,3,7,1,0.38,61.9,55.6,4.64,4.67,2.88,929
3,0,2,4,0.51,61.0,60.0,5.18,5.15,3.15,1687
3,0,2,3,0.55,60.5,60.0,5.3,5.27,3.2,1698
2,1,5,1,0.5,61.6,56.0,5.1,5.13,3.15,1554
2,1,5,1,0.56,61.9,56.0,5.27,5.32,3.28,1819
2,1,5,2,0.51,62.0,56.0,5.11,5.15,3.18,1656
4,6,5,8,1.22,61.9,57.0,6.82,6.87,4.24,4793
4,6,5,6,1.2,62.6,57.0,6.72,6.8,4.23,4963
4,6,5,9,1.32,62.1,57.0,7.01,7.04,4.36,6079
2,0,7,2,1.24,62.6,55.0,6.94,6.89,4.33,13929
2,0,7,0,1.21,62.8,55.0,6.77,6.84,4.26,12657
4,4,3,1,1.27,60.6,59.0,6.97,7.0,4.23,5715
4,4,2,0,1.21,60.2,58.0,6.89,6.93,4.16,6229
3,2,2,9,0.4,62.5,59.0,4.67,4.71,2.93,737
3,2,2,10,0.37,62.3,59.0,4.61,4.57,2.86,791
3,2,2,10,0.4,62.9,58.0,4.72,4.69,2.96,882
4,1,2,7,0.36,62.9,56.0,4.52,4.57,2.86,631
4,1,2,8,0.41,63.1,57.0,4.78,4.73,3.0,904
4,1,2,8,0.41,62.9,57.0,4.72,4.76,2.98,755
4,3,3,11,1.29,63.2,54.0,6.96,6.94,4.39,4045
4,2,5,9,1.52,62.9,53.3,7.31,7.36,4.61,15649
4,5,4,10,1.5,63.3,54.0,7.26,7.33,4.62,11879
1,3,7,11,1.0,62.4,61.0,6.32,6.3,3.94,6748
1,4,5,11,0.9,63.1,60.0,6.08,6.12,3.85,3989
1,4,5,11,0.8,63.4,60.0,5.92,5.82,3.72,2845
4,1,5,1,0.36,62.3,58.0,4.51,4.55,2.82,789
4,1,5,1,0.33,61.9,58.0,4.42,4.47,2.75,627
4,1,5,0,0.41,62.5,56.0,4.75,4.79,2.98,960
0,5,4,1,2.0,66.3,54.0,7.98,7.88,5.26,12907
0,6,4,2,2.01,66.6,54.0,7.76,7.92,5.22,14402
0,4,3,3,2.0,65.3,55.0,7.88,7.79,5.12,10752
3,1,4,3,1.01,60.8,59.0,6.42,6.46,3.92,7821
3,2,4,0,1.01,60.8,59.0,6.45,6.41,3.91,7017
3,1,3,0,1.0,61.0,59.0,6.4,6.33,3.88,3450
2,2,5,9,1.01,60.3,56.0,6.5,6.56,3.94,6672
2,2,5,9,1.02,61.0,56.0,6.55,6.62,4.02,6393
2,2,5,10,1.03,60.7,56.0,6.58,6.56,3.99,6662
2,3,3,2,0.3,61.6,56.0,4.32,4.35,2.67,422
2,3,3,1,0.33,61.7,55.0,4.46,4.48,2.76,463
2,4,5,12,1.05,62.6,56.0,6.45,6.5,4.05,6165
2,5,5,11,1.13,62.3,56.0,6.63,6.73,4.16,4940
2,5,5,11,1.18,62.3,55.6,6.73,6.76,4.21,6191
3,5,3,7,2.06,61.0,61.0,8.18,8.1,5.02,13912
3,5,3,11,2.08,60.8,61.0,8.24,8.21,5.0,14047
3,5,3,10,2.19,60.8,60.0,8.34,8.38,5.08,15032
2,4,2,12,0.34,60.7,56.0,4.52,4.58,2.76,490
2,4,2,11,0.39,61.9,55.7,4.66,4.71,2.9,654
2,4,2,10,0.35,61.5,56.0,4.56,4.58,2.81,523
2,3,3,2,1.16,61.6,55.0,6.78,6.8,4.18,5078
2,3,3,0,1.25,61.1,55.0,6.95,6.99,4.26,6371
1,4,2,10,0.31,63.6,57.0,4.32,4.33,2.75,446
1,4,2,10,0.35,63.2,57.0,4.48,4.51,2.84,504
2,1,2,1,0.7,61.4,57.0,5.76,5.7,3.52,2777
2,1,2,3,0.76,61.7,57.0,5.88,5.85,3.62,2814
4,2,2,8,0.5,62.8,56.0,5.03,5.06,3.17,1250
4,2,2,8,0.42,62.9,57.0,4.73,4.77,2.99,773
4,3,2,8,0.41,62.9,56.0,4.7,4.75,2.97,719
4,3,4,11,0.27,61.9,56.0,4.14,4.17,2.57,439
4,3,4,12,0.26,61.9,56.0,4.07,4.1,2.53,418
4,3,4,10,0.31,62.2,56.0,4.32,4.36,2.7,625
2,1,2,10,0.41,61.4,57.0,4.78,4.8,2.94,705
2,1,2,11,0.35,61.2,57.0,4.52,4.56,2.78,614
2,1,2,10,0.4,61.9,57.0,4.74,4.76,2.94,696
3,6,5,8,2.0,61.5,59.0,8.11,8.06,4.97,13675
3,6,5,9,2.23,61.0,58.0,8.39,8.36,5.11,14867
3,6,6,7,2.1,61.3,58.0,8.29,8.24,5.07,17606
2,2,3,0,0.52,61.5,55.0,5.17,5.2,3.19,1121
2,2,3,2,0.5,62.0,55.0,5.12,5.09,3.16,1305
2,2,3,0,0.55,61.4,55.0,5.27,5.29,3.24,1183
1,4,5,7,0.33,63.8,55.0,4.4,4.44,2.82,521
1,4,5,5,0.31,63.8,56.0,4.33,4.29,2.75,586
1,4,5,5,0.34,63.1,56.0,4.41,4.46,2.8,537
2,4,6,12,0.37,62.3,56.0,4.56,4.59,2.85,810
2,4,6,12,0.31,61.9,55.0,4.38,4.41,2.72,687
2,4,6,11,0.3,62.0,55.0,4.3,4.34,2.68,684
4,0,7,7,0.61,59.6,57.0,5.56,5.58,3.32,2763
4,1,7,8,0.57,59.6,58.0,5.39,5.41,3.22,2469
4,1,7,5,0.56,60.3,57.0,5.33,5.37,3.23,2304
3,1,5,10,0.46,61.3,57.0,5.02,4.99,3.07,1156
3,1,5,11,0.5,61.4,58.0,5.1,5.07,3.12,1629
3,1,5,11,0.5,61.5,56.0,5.11,5.07,3.13,1746
2,1,4,2,0.73,61.7,57.0,5.77,5.8,3.57,3758
2,1,4,1,0.7,62.7,57.0,5.65,5.7,3.56,3016
2,1,4,3,0.73,62.3,56.0,5.75,5.8,3.6,3370
4,3,5,10,0.59,61.1,57.0,5.4,5.43,3.31,1664
4,2,4,8,0.55,61.2,56.4,5.28,5.33,3.25,1975
4,2,5,10,0.55,61.8,57.0,5.23,5.28,3.25,1676
3,4,2,0,2.19,62.3,62.0,8.27,8.25,5.15,15801
3,5,4,1,2.01,62.9,62.0,8.02,7.98,5.03,17068
3,4,3,1,2.08,62.8,60.0,8.12,8.03,5.07,12655
2,3,7,1,0.52,62.3,56.0,5.15,5.18,3.22,1906
2,3,7,1,0.51,61.8,56.0,5.1,5.16,3.17,1875
2,3,7,2,0.51,62.2,56.0,5.09,5.13,3.18,1827
4,1,4,3,0.5,61.7,57.0,5.12,5.16,3.17,1675
4,1,5,2,0.55,61.4,57.0,5.27,5.29,3.24,1786
4,1,4,2,0.57,62.9,57.0,5.27,5.29,3.32,1883
3,3,4,0,1.46,62.3,58.0,7.25,7.2,4.5,12261
3,3,4,0,1.52,61.4,58.0,7.38,7.35,4.52,13034
3,3,4,1,1.25,61.8,58.0,6.91,6.94,4.28,9009
1,5,4,10,0.33,63.2,57.0,4.37,4.4,2.77,521
1,5,4,12,0.36,63.3,56.0,4.51,4.56,2.87,568
1,4,4,12,0.34,63.1,57.0,4.4,4.44,2.79,596
3,3,2,3,0.7,59.0,62.0,5.77,5.75,3.4,2352
3,2,2,4,0.72,59.5,62.0,5.85,5.74,3.45,2670
3,2,2,2,0.74,58.8,61.0,5.88,5.82,3.44,2042
4,5,4,3,1.2,63.1,58.0,6.7,6.62,4.2,5322
4,5,4,1,1.2,62.6,59.0,6.69,6.73,4.2,6192
4,0,2,6,0.71,60.1,60.0,5.76,5.79,3.47,2921
4,0,3,7,0.73,60.3,60.0,5.82,5.89,3.53,2374
4,1,2,8,0.75,60.2,60.0,5.89,5.93,3.56,2968
4,3,7,11,0.51,62.9,57.0,5.06,5.12,3.2,1750
4,3,7,12,0.51,63.4,57.0,5.09,5.06,3.22,1895
4,3,7,12,0.59,62.5,57.0,5.32,5.36,3.34,2155
2,3,3,8,1.07,62.0,57.0,6.58,6.55,4.07,4401
2,3,3,9,1.04,62.0,57.0,6.6,6.53,4.07,4277
2,3,3,8,1.1,62.1,58.0,6.61,6.63,4.11,5361
4,1,3,3,1.0,63.5,54.0,6.41,6.35,4.05,4480
4,1,2,5,0.83,63.8,54.0,5.96,6.04,3.83,3295
3,3,3,7,0.51,59.9,60.0,5.14,5.07,3.06,1004
3,2,3,6,0.54,59.6,60.0,5.28,5.25,3.14,1240
2,1,5,1,0.54,61.7,55.0,5.23,5.2,3.22,1609
3,2,5,1,0.36,61.4,58.0,4.6,4.56,2.81,932
3,2,5,1,0.31,61.7,58.0,4.38,4.34,2.69,802
3,2,4,3,0.3,60.5,60.0,4.29,4.31,2.6,658
3,2,5,3,0.3,61.4,60.0,4.27,4.3,2.63,605
3,3,4,3,0.32,60.6,60.0,4.44,4.4,2.68,828
3,1,2,2,1.51,59.6,61.0,7.53,7.43,4.46,12236
3,2,1,3,1.51,60.5,61.0,7.5,7.4,4.45,18102
3,3,7,1,0.4,58.9,58.0,4.84,4.8,2.84,1050
3,3,5,0,0.41,59.2,58.0,4.8,4.83,2.85,827
3,4,6,3,0.35,59.9,59.0,4.57,4.61,2.75,798
2,2,5,10,0.33,61.2,54.0,4.49,4.47,2.74,854
2,2,5,11,0.33,61.2,54.0,4.47,4.49,2.74,666
2,2,5,10,0.35,61.9,54.0,4.5,4.54,2.8,706
2,3,5,4,1.7,61.3,57.0,7.6,7.67,4.68,15797
2,3,4,6,1.55,62.0,57.0,7.37,7.42,4.58,14174
2,3,4,5,1.52,61.1,56.0,7.39,7.43,4.53,14787
1,0,3,3,1.01,63.6,57.0,6.35,6.39,4.05,4719
1,0,3,2,0.9,63.6,57.0,6.07,6.03,3.85,3740
1,0,3,3,1.01,63.6,56.0,6.38,6.33,4.04,4805
0,1,2,8,1.01,65.3,59.0,6.13,6.19,4.02,4844
0,1,2,10,0.9,65.5,59.0,6.06,6.03,3.96,3508
0,1,2,8,1.01,65.6,59.0,6.22,6.18,4.07,4106
2,3,4,11,1.23,62.0,57.0,6.83,6.87,4.25,9863
2,3,4,9,1.11,62.1,57.0,6.61,6.63,4.11,7917
2,3,4,10,1.22,62.2,56.0,6.88,6.85,4.27,9292
2,3,2,0,0.63,62.3,58.0,5.44,5.48,3.4,1711
2,3,2,1,0.7,61.9,57.0,5.69,5.65,3.51,2352
2,3,2,0,0.75,62.2,57.0,5.8,5.84,3.62,2456
3,4,2,6,0.35,60.0,61.0,4.6,4.57,2.75,630
3,5,2,4,0.3,60.5,62.0,4.37,4.33,2.63,506
3,4,2,3,0.3,60.8,61.0,4.3,4.25,2.6,540
2,4,4,5,0.3,61.6,57.0,4.33,4.3,2.66,675
2,4,4,6,0.32,61.1,56.0,4.46,4.44,2.72,720
2,4,4,4,0.35,62.0,56.0,4.54,4.56,2.82,614
4,1,6,8,0.27,61.1,55.0,4.18,4.27,2.58,667
4,2,6,6,0.25,61.8,55.0,4.06,4.09,2.52,633
4,3,5,3,0.4,62.8,61.0,4.63,4.67,2.92,807
4,3,5,3,0.51,62.3,59.0,5.07,5.1,3.17,1438
4,3,5,2,0.4,61.9,59.0,4.67,4.7,2.9,772
3,3,4,6,0.3,59.6,59.0,4.38,4.34,2.6,776
3,3,4,7,0.31,59.9,59.0,4.44,4.41,2.65,770
3,3,4,6,0.33,59.2,59.0,4.51,4.54,2.68,666
0,3,2,1,0.6,64.5,56.0,5.27,5.24,3.39,1305
0,4,2,4,0.7,64.8,57.0,5.49,5.59,3.59,1808
0,5,2,0,0.7,65.0,56.0,5.6,5.5,3.61,1720
0,2,4,8,0.5,56.4,62.0,5.31,5.22,2.97,1446
3,3,7,2,0.37,59.1,60.0,4.71,4.69,2.78,1082
3,3,6,3,0.31,59.5,60.0,4.39,4.41,2.62,816
3,3,6,3,0.39,59.9,59.0,4.75,4.73,2.84,1170
3,3,4,7,0.5,59.4,60.0,5.17,5.13,3.06,1746
3,3,5,6,0.41,59.7,59.0,4.81,4.84,2.88,827
3,3,5,7,0.38,59.2,60.0,4.73,4.7,2.79,983
1,1,2,0,1.04,63.5,56.0,6.37,6.41,4.06,5285
1,1,2,1,1.01,64.2,56.0,6.31,6.27,4.04,4032
1,1,2,1,0.9,63.8,56.0,6.09,6.17,3.91,3510
4,1,7,10,0.4,63.5,54.0,4.69,4.73,2.99,1017
4,1,7,7,0.23,63.7,55.0,3.87,3.89,2.47,485
0,2,0,5,1.0,68.0,57.0,6.14,6.05,4.15,2280
0,2,0,4,1.2,65.7,56.0,6.65,6.58,4.35,2622
0,0,2,4,1.0,67.3,57.0,6.15,6.04,4.1,5096
2,0,5,1,0.51,61.2,55.0,5.13,5.17,3.15,1787
2,0,5,3,0.53,61.4,55.0,5.21,5.25,3.21,1857
2,0,5,1,0.5,61.2,55.0,5.12,5.07,3.12,1808
4,3,2,1,1.26,63.2,61.0,6.87,6.81,4.32,7000
4,3,2,4,1.2,62.8,60.0,6.71,6.79,4.24,6526
4,4,2,3,1.21,63.1,60.0,6.74,6.69,4.24,5871
3,0,3,12,1.12,61.2,59.0,6.7,6.66,4.09,4071
3,0,3,12,1.04,61.0,59.0,6.51,6.54,3.98,4724
3,0,5,12,1.07,61.3,59.0,6.61,6.53,4.03,7751
4,5,2,3,2.02,59.8,59.0,8.21,8.3,4.94,16192
4,5,2,1,2.02,60.4,58.0,8.2,8.16,4.94,17357
4,4,2,3,2.01,60.0,58.0,8.16,8.25,4.92,17095
3,0,2,5,0.34,61.2,58.0,4.47,4.49,2.74,626
3,0,2,5,0.35,61.0,60.0,4.58,4.54,2.78,827
3,0,2,3,0.32,61.5,59.0,4.39,4.42,2.71,589
1,6,5,10,1.29,58.2,61.0,7.07,7.12,4.13,5898
1,5,4,6,1.58,58.6,62.0,7.59,7.66,4.47,9775
1,5,4,10,1.01,59.0,63.5,6.5,6.57,3.86,5056
4,0,5,10,1.0,59.8,60.0,6.46,6.49,3.87,7281
4,0,4,10,1.0,60.0,60.0,6.44,6.49,3.88,7281
4,1,5,11,1.02,59.1,60.0,6.61,6.51,3.88,6762
0,2,3,7,1.01,60.1,66.0,6.44,6.41,3.86,3597
0,2,2,8,0.96,60.7,65.0,6.43,6.28,3.86,4849
0,3,4,6,1.0,58.7,67.0,6.47,6.45,3.79,5853
3,2,7,2,0.3,61.6,58.0,4.28,4.35,2.66,737
3,2,7,1,0.3,61.4,59.0,4.36,4.31,2.66,945
3,2,7,3,0.3,61.1,59.0,4.32,4.29,2.63,945
1,5,5,9,1.71,58.0,60.0,7.85,7.9,4.57,11250
1,5,4,10,1.5,57.9,60.0,7.48,7.44,4.32,9828
1,5,4,10,1.7,58.0,60.0,7.84,7.88,4.56,11921
2,2,2,10,0.8,62.8,54.0,5.9,5.97,3.74,2975
2,2,2,9,0.74,62.2,54.0,5.79,5.85,3.62,2583
2,2,2,10,0.83,62.1,55.0,6.0,6.05,3.74,3254
2,2,6,3,0.58,61.7,55.0,5.36,5.39,3.31,3090
2,2,6,3,0.57,62.3,55.0,5.31,5.32,3.31,2555
2,2,6,1,0.54,61.6,55.0,5.27,5.28,3.25,2951
3,3,4,8,0.3,61.3,58.0,4.29,4.33,2.64,605
3,3,4,7,0.35,61.5,58.0,4.54,4.5,2.78,906
3,3,4,7,0.37,61.5,58.0,4.6,4.57,2.82,957
4,5,3,6,1.32,61.2,58.0,7.12,7.06,4.34,6300
4,5,3,6,1.5,60.8,58.0,7.24,7.34,4.43,7392
4,6,3,4,1.37,60.7,60.0,7.07,7.19,4.33,5063
4,4,2,12,1.47,62.9,58.0,7.18,7.23,4.53,8663
4,4,2,12,1.51,63.3,57.0,7.23,7.34,4.61,10053
4,4,2,11,1.5,62.9,57.0,7.24,7.28,4.57,8931
4,3,2,9,1.22,62.1,58.0,6.84,6.89,4.26,6334
4,4,2,10,1.06,62.2,58.0,6.45,6.53,4.04,4878
3,2,0,9,0.5,60.5,60.0,5.15,5.07,3.1,770
3,2,0,9,0.53,61.3,58.0,5.22,5.18,3.19,886
3,1,1,12,0.72,61.3,60.0,5.74,5.71,3.51,3951
3,1,3,2,2.01,58.9,60.0,8.24,8.2,4.84,17179
3,0,3,2,2.01,59.1,60.0,8.31,8.21,4.88,13811
3,1,3,3,2.0,58.1,60.0,8.32,8.25,4.81,15984
2,4,6,3,0.3,61.3,57.0,4.32,4.36,2.66,665
2,4,6,3,0.3,61.1,56.0,4.33,4.37,2.66,650
2,4,6,3,0.3,61.1,58.0,4.33,4.35,2.65,665
3,3,5,9,0.34,62.4,59.0,4.41,4.47,2.77,596
4,3,6,3,1.0,62.3,56.0,6.29,6.4,3.95,7507
4,3,6,3,0.97,61.9,54.0,6.33,6.36,3.93,7415
4,3,5,2,1.11,62.2,55.0,6.61,6.67,4.13,6593
4,3,2,5,0.61,59.7,63.0,5.5,5.43,3.26,1548
4,3,2,7,0.55,60.1,61.0,5.32,5.29,3.19,1316
4,3,2,3,0.42,60.6,62.0,4.82,4.85,2.93,687
4,2,6,3,0.24,63.5,54.0,3.92,3.96,2.5,485
4,0,6,3,0.25,63.8,54.0,3.94,3.99,2.53,533
4,1,7,4,0.24,63.9,53.0,3.93,3.96,2.52,485
4,1,4,9,0.48,59.1,62.0,5.14,5.18,3.05,1616
4,0,4,8,0.71,58.1,62.0,5.84,5.89,3.41,3145
4,1,5,10,0.59,59.4,63.0,5.42,5.46,3.23,2145
2,5,7,1,0.41,61.6,57.0,4.76,4.78,2.94,827
2,5,7,2,0.39,62.0,56.0,4.67,4.72,2.91,750
2,5,7,1,0.35,62.3,57.0,4.53,4.49,2.81,788
3,5,5,6,1.24,61.2,58.0,6.94,6.89,4.23,4858
3,5,4,7,1.25,60.4,59.0,7.01,6.94,4.21,6664
3,5,4,7,1.06,61.2,57.1,6.56,6.59,4.03,5550
3,0,5,12,0.3,62.3,58.0,4.32,4.29,2.68,911
3,0,5,12,0.32,61.7,58.0,4.34,4.38,2.69,758
3,0,5,12,0.32,61.7,58.0,4.38,4.34,2.69,972
2,3,7,12,0.3,62.9,55.0,4.32,4.3,2.71,878
2,4,7,11,0.31,62.2,55.0,4.35,4.36,2.71,625
2,4,7,10,0.31,62.5,55.0,4.37,4.34,2.72,802
2,1,2,0,0.77,62.5,56.0,5.87,5.91,3.68,3000
2,1,2,1,0.74,62.6,56.0,5.74,5.7,3.58,2489
2,1,2,0,1.01,62.9,56.0,6.41,6.38,4.02,5375
1,1,2,6,0.5,63.6,56.0,5.03,5.0,3.19,1188
1,1,2,6,0.5,63.7,56.0,5.02,5.06,3.21,1316
1,1,3,5,0.54,63.4,56.0,5.14,5.18,3.27,1163
3,4,2,8,1.55,61.8,59.0,7.45,7.38,4.58,10277
3,4,2,10,1.74,62.1,59.0,7.69,7.63,4.76,7932
3,4,2,8,1.52,61.0,58.0,7.39,7.44,4.52,9527
2,3,5,8,0.34,62.0,54.0,4.5,4.47,2.78,765
2,3,5,7,0.32,61.6,54.0,4.4,4.43,2.72,560
2,3,5,6,0.36,62.3,54.0,4.59,4.62,2.87,579
3,1,1,3,0.32,61.6,58.0,4.39,4.38,2.7,1170
1,0,3,6,0.9,63.8,58.0,6.13,6.09,3.9,3740
1,0,3,4,1.0,64.0,59.0,6.24,6.29,4.01,3569
1,0,3,4,1.0,64.0,59.0,6.29,6.24,4.01,3634
2,5,5,3,0.52,61.9,55.0,5.19,5.21,3.22,1214
2,5,5,2,0.5,62.4,55.0,5.09,5.11,3.18,1110
2,5,5,3,0.47,62.1,54.0,4.99,5.03,3.11,884
2,5,3,2,1.2,62.5,56.0,6.8,6.7,4.22,3931
2,5,3,4,1.02,62.9,56.0,6.45,6.37,4.03,3521
2,4,3,4,1.07,62.4,55.0,6.56,6.59,4.1,4840
2,4,6,10,0.72,61.5,57.0,5.74,5.76,3.54,3180
2,4,6,9,0.7,61.5,57.0,5.69,5.73,3.51,3517
2,4,6,11,0.73,61.6,57.0,5.81,5.78,3.57,3005
4,0,5,12,0.3,62.5,58.0,4.26,4.29,2.67,710
4,0,5,10,0.32,62.9,59.0,4.36,4.39,2.75,657
4,0,5,11,0.36,62.4,58.0,4.48,4.53,2.81,780
3,1,3,10,1.21,61.5,58.0,6.86,6.79,4.2,6223
3,0,3,10,1.09,61.3,58.0,6.65,6.62,4.07,5042
3,1,3,11,1.3,61.5,59.0,7.05,7.0,4.32,5751
3,4,4,3,0.36,61.6,59.0,4.57,4.52,2.8,810
3,4,4,3,0.42,61.6,58.0,4.82,4.79,2.96,1087
3,4,4,2,0.35,61.3,59.0,4.57,4.54,2.79,788
2,1,2,8,0.31,61.5,55.0,4.39,4.42,2.71,547
2,1,2,8,0.32,61.8,55.0,4.42,4.45,2.74,561
2,1,2,9,0.32,61.5,55.0,4.4,4.44,2.72,532
3,1,3,10,0.5,61.4,58.0,5.11,5.09,3.13,1240
3,1,3,11,0.4,60.5,59.0,4.78,4.74,2.88,821
3,1,3,9,0.43,61.2,59.0,4.89,4.82,2.97,919
2,3,5,11,0.3,61.7,56.0,4.35,4.31,2.67,675
2,3,5,10,0.32,61.4,56.0,4.39,4.37,2.69,720
2,3,5,11,0.33,61.7,55.9,4.45,4.49,2.75,604
1,2,3,1,0.74,62.6,65.0,5.66,5.69,3.55,2685
1,2,2,0,0.7,63.1,64.0,5.61,5.58,3.53,2167
1,2,2,3,0.7,63.1,64.0,5.58,5.61,3.53,2058
2,6,5,0,2.37,62.2,57.0,8.52,8.58,5.32,16059
2,6,5,0,2.37,62.2,57.0,8.58,8.52,5.32,16789
2,6,5,2,2.02,62.0,56.0,8.06,8.13,5.02,12832
4,6,5,9,0.3,63.4,57.0,4.26,4.22,2.69,473
4,5,4,8,0.3,63.5,57.0,4.29,4.24,2.71,608
4,6,4,9,0.4,63.4,58.0,4.64,4.61,2.93,810
4,1,4,12,0.51,59.6,56.0,5.19,5.24,3.11,1841
4,1,3,10,0.57,59.7,57.0,5.4,5.48,3.25,1244
4,1,5,10,0.54,60.7,56.0,5.29,5.32,3.22,1637
4,5,4,8,1.3,62.1,59.0,6.97,7.01,4.34,7333
4,3,4,7,1.09,62.5,59.0,6.56,6.59,4.11,6546
4,4,3,8,1.31,61.7,59.0,6.96,7.01,4.31,6263
2,3,2,1,1.06,62.0,56.0,6.55,6.52,4.05,5253
2,3,2,2,0.98,62.3,56.0,6.37,6.34,3.96,4665
2,3,2,3,1.09,62.2,56.0,6.6,6.55,4.09,5022
3,1,5,0,0.6,62.7,58.0,5.37,5.34,3.36,1915
3,1,5,1,0.51,62.5,59.0,5.11,5.06,3.18,1781
